name,metric,4.0,5.0,6.0,7.0
0382_20150924_094818_658,ssim,4.0,-5.0,-6.0,3.5
0382_20150924_094818_658,ms_ssim,4.0,5.0,-3.0,-3.5
5066_20160522_130319_925,mse,-2.0,-5.0,3.0,-3.5
5066_20160522_130319_925,ssim,-2.0,-5.0,3.0,3.5
5066_20160522_130319_925,ms_ssim,-2.0,-5.0,3.0,-3.5
33TJ_20150812_140006_735,mse,4.0,2.5,-6.0,3.5
33TJ_20150812_140006_735,ssim,4.0,5.0,-6.0,3.5
33TJ_20150812_140006_735,ms_ssim,4.0,5.0,-6.0,3.5
6G7M_20150403_180635_147,mse,2.0,2.5,3.0,-7.0
6G7M_20150403_180635_147,ssim,2.0,2.5,-3.0,-7.0
6G7M_20150403_180635_147,ms_ssim,2.0,2.5,3.0,-7.0
4KK2_20150823_130650_314,mse,-2.0,2.5,3.0,3.5
4KK2_20150823_130650_314,ssim,4.0,2.5,3.0,3.5
4KK2_20150823_130650_314,ms_ssim,-2.0,5.0,3.0,-3.5
0919_20150910_143608_358,mse,2.0,5.0,6.0,-7.0
0919_20150910_143608_358,ssim,2.0,5.0,6.0,-7.0
0919_20150910_143608_358,ms_ssim,2.0,5.0,6.0,-7.0
0094_20150411_150208_053,mse,4.0,-5.0,-6.0,-7.0
0094_20150411_150208_053,ssim,4.0,5.0,-3.0,-3.5
0094_20150411_150208_053,ms_ssim,4.0,-5.0,-3.0,-3.5
0006_20160722_100126_028,mse,-2.0,2.5,-3.0,7.0
0006_20160722_100126_028,ssim,-2.0,5.0,-3.0,7.0
0006_20160722_100126_028,ms_ssim,-2.0,2.5,-3.0,7.0
6G7M_20150321_130156_946,mse,2.0,2.5,-3.0,-7.0
6G7M_20150321_130156_946,ssim,2.0,2.5,-3.0,-7.0
6G7M_20150321_130156_946,ms_ssim,2.0,2.5,-3.0,-7.0
1125_20151221_090634_511,mse,2.0,-2.5,3.0,-7.0
1125_20151221_090634_511,ssim,4.0,-5.0,3.0,7.0
1125_20151221_090634_511,ms_ssim,2.0,-2.5,-6.0,-7.0
0006_20160727_191314_404,mse,2.0,-5.0,3.0,7.0
0006_20160727_191314_404,ssim,-4.0,-5.0,3.0,-3.5
0006_20160727_191314_404,ms_ssim,2.0,-5.0,-6.0,7.0
33TJ_20150819_180730_714,mse,-4.0,2.5,3.0,7.0
33TJ_20150819_180730_714,ssim,-4.0,2.5,3.0,7.0
33TJ_20150819_180730_714,ms_ssim,-4.0,2.5,3.0,7.0
6G7M_20150328_163149_545,mse,4.0,5.0,6.0,7.0
6G7M_20150328_163149_545,ssim,-2.0,5.0,6.0,7.0
6G7M_20150328_163149_545,ms_ssim,4.0,5.0,6.0,7.0
33TJ_20150720_212543_415,mse,2.0,5.0,-6.0,-7.0
33TJ_20150720_212543_415,ssim,-2.0,5.0,-3.0,3.5
33TJ_20150720_212543_415,ms_ssim,-2.0,5.0,-6.0,-3.5
c1b1_20150311_210913_016,mse,4.0,-5.0,-6.0,-7.0
c1b1_20150311_210913_016,ssim,4.0,-5.0,3.0,-7.0
c1b1_20150311_210913_016,ms_ssim,4.0,-5.0,-6.0,-7.0
0009_20160710_124113_370,mse,2.0,2.5,-6.0,3.5
0009_20160710_124113_370,ssim,4.0,2.5,-6.0,3.5
0009_20160710_124113_370,ms_ssim,-4.0,-5.0,-3.0,-3.5
0132_20160814_104731_248,mse,4.0,-2.5,3.0,-3.5
0132_20160814_104731_248,ssim,4.0,2.5,3.0,-3.5
0132_20160814_104731_248,ms_ssim,4.0,-2.5,3.0,-3.5
0043_20161103_114437_266,mse,-4.0,-5.0,-3.0,7.0
0043_20161103_114437_266,ssim,-4.0,-5.0,-3.0,7.0
0043_20161103_114437_266,ms_ssim,-4.0,-2.5,-3.0,7.0
0006_20160723_112111_708,mse,2.0,2.5,-3.0,7.0
0006_20160723_112111_708,ssim,-4.0,2.5,6.0,-3.5
0006_20160723_112111_708,ms_ssim,2.0,2.5,-3.0,3.5
33TJ_20150822_185316_793,mse,-4.0,2.5,6.0,-3.5
33TJ_20150822_185316_793,ssim,-4.0,2.5,6.0,-3.5
33TJ_20150822_185316_793,ms_ssim,-4.0,-2.5,6.0,-3.5
0919_20150906_191352_725,mse,-2.0,-2.5,-3.0,-3.5
0919_20150906_191352_725,ssim,-2.0,-2.5,-3.0,-3.5
0919_20150906_191352_725,ms_ssim,-2.0,-2.5,-3.0,-3.5
0030_20160606_204529_236,mse,2.0,-2.5,6.0,-3.5
0030_20160606_204529_236,ssim,2.0,-2.5,6.0,-3.5
0030_20160606_204529_236,ms_ssim,2.0,-2.5,6.0,-3.5
0830_20151121_134531_784,mse,-4.0,2.5,-3.0,-3.5
0830_20151121_134531_784,ssim,-4.0,2.5,-3.0,-3.5
0830_20151121_134531_784,ms_ssim,-4.0,2.5,-3.0,-3.5
6FHF_20150331_120806_002,mse,4.0,5.0,-6.0,7.0
6FHF_20150331_120806_002,ssim,-2.0,5.0,-6.0,7.0
6FHF_20150331_120806_002,ms_ssim,4.0,5.0,-6.0,7.0
0009_20160703_185955_263,mse,-4.0,2.5,6.0,-3.5
0009_20160703_185955_263,ssim,-4.0,-2.5,6.0,-7.0
0009_20160703_185955_263,ms_ssim,-4.0,2.5,6.0,-3.5
6G7M_20150403_201325_047,mse,-2.0,5.0,3.0,3.5
6G7M_20150403_201325_047,ssim,4.0,5.0,-3.0,-3.5
6G7M_20150403_201325_047,ms_ssim,-2.0,5.0,3.0,3.5
c483_20150901_211258_521,mse,2.0,2.5,-3.0,-3.5
c483_20150901_211258_521,ssim,2.0,2.5,6.0,-3.5
c483_20150901_211258_521,ms_ssim,2.0,2.5,6.0,-3.5
33TJ_20150723_184353_374,mse,2.0,-5.0,-3.0,-7.0
33TJ_20150723_184353_374,ssim,2.0,5.0,-3.0,-7.0
33TJ_20150723_184353_374,ms_ssim,2.0,-5.0,-3.0,-7.0
0272_20151216_000543_492,mse,2.0,2.5,3.0,-7.0
0272_20151216_000543_492,ssim,4.0,-5.0,6.0,-3.5
0272_20151216_000543_492,ms_ssim,4.0,-5.0,6.0,-3.5
0037_20160716_095305_361,mse,-4.0,2.5,-3.0,3.5
0037_20160716_095305_361,ssim,2.0,2.5,-3.0,3.5
0037_20160716_095305_361,ms_ssim,2.0,2.5,-3.0,3.5
0218_20141102_112206_242,mse,2.0,2.5,-6.0,3.5
0218_20141102_112206_242,ssim,-4.0,-5.0,-6.0,-3.5
0218_20141102_112206_242,ms_ssim,2.0,2.5,-6.0,3.5
0830_20151127_165051_486,mse,4.0,-5.0,6.0,7.0
0830_20151127_165051_486,ssim,-4.0,5.0,3.0,-7.0
0830_20151127_165051_486,ms_ssim,4.0,-5.0,6.0,3.5
0094_20150412_163752_124,mse,2.0,-5.0,6.0,3.5
0094_20150412_163752_124,ssim,-2.0,-5.0,3.0,3.5
0094_20150412_163752_124,ms_ssim,-2.0,-5.0,6.0,3.5
0155_20160927_161616_053,mse,-2.0,5.0,3.0,-7.0
0155_20160927_161616_053,ssim,4.0,5.0,6.0,-3.5
0155_20160927_161616_053,ms_ssim,4.0,5.0,6.0,-3.5
0006_20160726_125051_611,mse,-2.0,2.5,6.0,7.0
0006_20160726_125051_611,ssim,-4.0,2.5,6.0,7.0
0006_20160726_125051_611,ms_ssim,-2.0,2.5,6.0,-3.5
33TJ_20150811_123054_780,mse,-4.0,5.0,-3.0,7.0
33TJ_20150811_123054_780,ssim,4.0,-5.0,-6.0,-3.5
33TJ_20150811_123054_780,ms_ssim,-4.0,5.0,-3.0,7.0
1125_20151225_165419_371,mse,-2.0,5.0,-6.0,7.0
1125_20151225_165419_371,ssim,-4.0,5.0,-6.0,7.0
1125_20151225_165419_371,ms_ssim,-2.0,5.0,-6.0,3.5
0043_20161007_150825_944,mse,-2.0,5.0,3.0,-7.0
0043_20161007_150825_944,ssim,-2.0,5.0,3.0,-7.0
0043_20161007_150825_944,ms_ssim,-2.0,5.0,3.0,-7.0
0155_20160903_181732_667,mse,2.0,5.0,-6.0,3.5
0155_20160903_181732_667,ssim,4.0,5.0,-6.0,3.5
0155_20160903_181732_667,ms_ssim,-4.0,-2.5,6.0,-3.5
0919_20150906_230456_497,mse,-4.0,-5.0,-3.0,7.0
0919_20150906_230456_497,ssim,-2.0,5.0,-3.0,7.0
0919_20150906_230456_497,ms_ssim,-2.0,-5.0,-3.0,7.0
0919_20150906_184900_402,mse,-2.0,2.5,-6.0,-7.0
0919_20150906_184900_402,ssim,-2.0,-2.5,-3.0,-3.5
0919_20150906_184900_402,ms_ssim,-2.0,2.5,-6.0,3.5
1125_20160221_124905_739,mse,-4.0,2.5,-3.0,-3.5
1125_20160221_124905_739,ssim,2.0,2.5,3.0,3.5
1125_20160221_124905_739,ms_ssim,-4.0,2.5,-3.0,-3.5
c483_20150901_221141_886,mse,-2.0,5.0,-6.0,7.0
c483_20150901_221141_886,ssim,-2.0,5.0,-6.0,7.0
c483_20150901_221141_886,ms_ssim,-2.0,5.0,-6.0,7.0
33TJ_20150731_221900_339,mse,-4.0,-2.5,6.0,7.0
33TJ_20150731_221900_339,ssim,4.0,2.5,3.0,-3.5
33TJ_20150731_221900_339,ms_ssim,-4.0,-5.0,-3.0,3.5
0543_20150918_154922_237,mse,-4.0,-5.0,-3.0,-3.5
0543_20150918_154922_237,ssim,-4.0,-5.0,-3.0,-3.5
0543_20150918_154922_237,ms_ssim,-4.0,-5.0,-3.0,-3.5
0830_20151127_164655_217,mse,-2.0,2.5,-6.0,-7.0
0830_20151127_164655_217,ssim,4.0,-5.0,-6.0,-3.5
0830_20151127_164655_217,ms_ssim,2.0,2.5,6.0,-7.0
33TJ_20150810_191812_300,mse,-4.0,2.5,6.0,3.5
33TJ_20150810_191812_300,ssim,-4.0,2.5,6.0,3.5
33TJ_20150810_191812_300,ms_ssim,-4.0,2.5,6.0,3.5
0543_20150918_072814_839,mse,-2.0,-5.0,-3.0,-7.0
0543_20150918_072814_839,ssim,-4.0,5.0,-3.0,-7.0
0543_20150918_072814_839,ms_ssim,-2.0,-5.0,-3.0,-7.0
0030_20151217_215906_061,mse,-4.0,2.5,-3.0,-3.5
0030_20151217_215906_061,ssim,2.0,2.5,6.0,-7.0
0030_20151217_215906_061,ms_ssim,-4.0,2.5,-3.0,-3.5
0037_20160719_150602_585,mse,2.0,-5.0,3.0,7.0
0037_20160719_150602_585,ssim,2.0,-5.0,3.0,7.0
0037_20160719_150602_585,ms_ssim,2.0,-5.0,3.0,7.0
c483_20150901_214630_530,mse,-2.0,5.0,6.0,-7.0
c483_20150901_214630_530,ssim,-4.0,5.0,6.0,-7.0
c483_20150901_214630_530,ms_ssim,-2.0,5.0,6.0,-7.0
33TJ_20150820_190702_015,mse,2.0,-5.0,-3.0,7.0
33TJ_20150820_190702_015,ssim,2.0,-5.0,-3.0,7.0
33TJ_20150820_190702_015,ms_ssim,2.0,-5.0,-3.0,7.0
0094_20150412_125907_902,mse,4.0,-2.5,-3.0,3.5
0094_20150412_125907_902,ssim,-2.0,-5.0,-3.0,-3.5
0094_20150412_125907_902,ms_ssim,2.0,-2.5,3.0,-7.0
4KK2_20150822_213842_555,mse,4.0,5.0,6.0,-7.0
4KK2_20150822_213842_555,ssim,2.0,-5.0,6.0,-7.0
4KK2_20150822_213842_555,ms_ssim,-4.0,2.5,-3.0,3.5
c483_20150901_195104_564,mse,-2.0,-5.0,-6.0,3.5
c483_20150901_195104_564,ssim,4.0,-5.0,-6.0,3.5
c483_20150901_195104_564,ms_ssim,4.0,-5.0,-6.0,3.5
33TJ_20150612_213501_014,mse,4.0,2.5,-3.0,-3.5
33TJ_20150612_213501_014,ssim,-4.0,-5.0,-3.0,-3.5
33TJ_20150612_213501_014,ms_ssim,4.0,2.5,-3.0,-3.5
4KK2_20150822_151302_546,mse,2.0,5.0,6.0,-7.0
4KK2_20150822_151302_546,ssim,-4.0,5.0,3.0,3.5
4KK2_20150822_151302_546,ms_ssim,2.0,-2.5,6.0,-7.0
33TJ_20150621_155925_885,mse,-2.0,-2.5,-3.0,3.5
33TJ_20150621_155925_885,ssim,-4.0,-2.5,-3.0,-3.5
33TJ_20150621_155925_885,ms_ssim,-4.0,5.0,-3.0,3.5
5a9e_20141005_163643_581,mse,-4.0,-2.5,3.0,3.5
5a9e_20141005_163643_581,ssim,-4.0,2.5,3.0,3.5
5a9e_20141005_163643_581,ms_ssim,-4.0,5.0,3.0,3.5
0030_20151214_101221_477,mse,-4.0,2.5,-3.0,-3.5
0030_20151214_101221_477,ssim,4.0,5.0,3.0,7.0
0030_20151214_101221_477,ms_ssim,-4.0,-2.5,-3.0,-3.5
6G7M_20150411_121756_361,mse,-4.0,-5.0,3.0,-3.5
6G7M_20150411_121756_361,ssim,-4.0,-5.0,-3.0,-3.5
6G7M_20150411_121756_361,ms_ssim,-4.0,-5.0,6.0,-3.5
4KK2_20150807_163851_281,mse,-2.0,-5.0,3.0,-7.0
4KK2_20150807_163851_281,ssim,-4.0,2.5,-6.0,3.5
4KK2_20150807_163851_281,ms_ssim,-2.0,-5.0,3.0,-7.0
1125_20151230_131150_309,mse,-4.0,2.5,-3.0,-3.5
1125_20151230_131150_309,ssim,-4.0,2.5,6.0,-3.5
1125_20151230_131150_309,ms_ssim,-4.0,2.5,-3.0,-3.5
0006_20160722_133718_986,mse,-4.0,-2.5,3.0,-3.5
0006_20160722_133718_986,ssim,-4.0,2.5,3.0,-3.5
0006_20160722_133718_986,ms_ssim,-4.0,-5.0,3.0,-3.5
0127_20161018_114213_662,mse,-2.0,-5.0,6.0,7.0
0127_20161018_114213_662,ssim,-2.0,5.0,-3.0,7.0
0127_20161018_114213_662,ms_ssim,4.0,-5.0,-3.0,7.0
6G7M_20150321_153955_393,mse,-2.0,5.0,-3.0,7.0
6G7M_20150321_153955_393,ssim,-2.0,5.0,-3.0,7.0
6G7M_20150321_153955_393,ms_ssim,-2.0,5.0,-3.0,7.0
synthetic_boxes_night,mse,2.0,-2.5,3.0,7.0
synthetic_boxes_night,ssim,2.0,-2.5,3.0,7.0
synthetic_boxes_night,ms_ssim,2.0,-2.5,3.0,3.5
0043_20161002_163715_672,mse,4.0,-5.0,-3.0,7.0
0043_20161002_163715_672,ssim,4.0,5.0,-3.0,-3.5
0043_20161002_163715_672,ms_ssim,4.0,5.0,-3.0,-3.5
0830_20151121_134335_945,mse,-2.0,5.0,-6.0,-7.0
0830_20151121_134335_945,ssim,-2.0,5.0,-6.0,-7.0
0830_20151121_134335_945,ms_ssim,-2.0,5.0,-6.0,-7.0
4742_20150918_185913_275,mse,-2.0,2.5,-6.0,-3.5
4742_20150918_185913_275,ssim,-2.0,5.0,-6.0,-3.5
4742_20150918_185913_275,ms_ssim,-2.0,2.5,-6.0,-3.5
4KK2_20150829_162421_997,mse,-2.0,-2.5,-6.0,3.5
4KK2_20150829_162421_997,ssim,4.0,5.0,-3.0,7.0
4KK2_20150829_162421_997,ms_ssim,-4.0,-2.5,6.0,3.5
33TJ_20150606_203618_822,mse,4.0,2.5,-6.0,-3.5
33TJ_20150606_203618_822,ssim,4.0,-5.0,-3.0,-3.5
33TJ_20150606_203618_822,ms_ssim,2.0,-5.0,6.0,-3.5
0006_20160726_125140_261,mse,4.0,2.5,3.0,-7.0
0006_20160726_125140_261,ssim,4.0,-2.5,-3.0,3.5
0006_20160726_125140_261,ms_ssim,-2.0,2.5,3.0,3.5
33TJ_20150729_181007_852,mse,2.0,5.0,6.0,7.0
33TJ_20150729_181007_852,ssim,2.0,5.0,6.0,7.0
33TJ_20150729_181007_852,ms_ssim,2.0,5.0,6.0,7.0
1125_20160312_161508_367,mse,2.0,5.0,3.0,-7.0
1125_20160312_161508_367,ssim,-4.0,2.5,-3.0,-7.0
1125_20160312_161508_367,ms_ssim,-4.0,2.5,3.0,-7.0
33TJ_20150823_115642_645,mse,-2.0,5.0,-6.0,7.0
33TJ_20150823_115642_645,ssim,-2.0,5.0,-6.0,7.0
33TJ_20150823_115642_645,ms_ssim,4.0,5.0,-3.0,7.0
0244_20151010_120104_248,mse,-4.0,-2.5,6.0,-3.5
0244_20151010_120104_248,ssim,4.0,5.0,-3.0,-3.5
0244_20151010_120104_248,ms_ssim,-4.0,5.0,-3.0,-3.5
0006_20160726_184136_041,mse,2.0,5.0,-6.0,7.0
0006_20160726_184136_041,ssim,-2.0,2.5,6.0,7.0
0006_20160726_184136_041,ms_ssim,2.0,5.0,-3.0,7.0
6FHF_20150303_141958_815,mse,-4.0,-5.0,-3.0,-3.5
6FHF_20150303_141958_815,ssim,-4.0,-2.5,-3.0,-3.5
6FHF_20150303_141958_815,ms_ssim,-4.0,-5.0,-3.0,3.5
0047_20160604_141035_597,mse,-2.0,5.0,-6.0,7.0
0047_20160604_141035_597,ssim,2.0,-2.5,6.0,-7.0
0047_20160604_141035_597,ms_ssim,-2.0,5.0,-6.0,3.5
1125_20151201_113528_722,mse,2.0,5.0,3.0,-7.0
1125_20151201_113528_722,ssim,4.0,5.0,-3.0,-3.5
1125_20151201_113528_722,ms_ssim,4.0,5.0,-3.0,-7.0
0039_20141008_183158_958,mse,-2.0,5.0,3.0,-7.0
0039_20141008_183158_958,ssim,4.0,5.0,6.0,7.0
0039_20141008_183158_958,ms_ssim,-2.0,5.0,3.0,-7.0
0919_20150905_213447_342,mse,-4.0,-2.5,3.0,-7.0
0919_20150905_213447_342,ssim,-4.0,-2.5,3.0,-7.0
0919_20150905_213447_342,ms_ssim,-4.0,5.0,3.0,-7.0
1125_20151231_123826_650,mse,-2.0,-5.0,3.0,-7.0
1125_20151231_123826_650,ssim,-2.0,-5.0,3.0,-7.0
1125_20151231_123826_650,ms_ssim,-2.0,-5.0,3.0,3.5
6FHF_20150331_114418_018,mse,4.0,-5.0,-6.0,-7.0
6FHF_20150331_114418_018,ssim,4.0,-5.0,-3.0,3.5
6FHF_20150331_114418_018,ms_ssim,4.0,-5.0,-3.0,3.5
0218_20141031_195338_378,mse,2.0,2.5,3.0,-7.0
0218_20141031_195338_378,ssim,4.0,-5.0,6.0,-3.5
0218_20141031_195338_378,ms_ssim,4.0,-2.5,6.0,-3.5
J6ZC_20150408_180019_950,mse,-4.0,-2.5,-6.0,7.0
J6ZC_20150408_180019_950,ssim,4.0,-2.5,-6.0,-3.5
J6ZC_20150408_180019_950,ms_ssim,-4.0,-2.5,-6.0,-3.5
6G7M_20150324_214643_273,mse,4.0,5.0,-3.0,7.0
6G7M_20150324_214643_273,ssim,4.0,5.0,-3.0,7.0
6G7M_20150324_214643_273,ms_ssim,4.0,5.0,-3.0,7.0
9bf4_20150822_151547_314,mse,4.0,2.5,-3.0,-3.5
9bf4_20150822_151547_314,ssim,-2.0,5.0,6.0,-7.0
9bf4_20150822_151547_314,ms_ssim,4.0,2.5,-3.0,-3.5
0155_20160903_183456_402,mse,2.0,-2.5,-6.0,7.0
0155_20160903_183456_402,ssim,4.0,-5.0,-3.0,3.5
0155_20160903_183456_402,ms_ssim,2.0,-2.5,-6.0,-7.0
4W8F_20150424_193616_341,mse,4.0,2.5,6.0,-7.0
4W8F_20150424_193616_341,ssim,4.0,5.0,6.0,-7.0
4W8F_20150424_193616_341,ms_ssim,4.0,2.5,6.0,-7.0
0830_20151101_124137_181,mse,-4.0,5.0,-3.0,7.0
0830_20151101_124137_181,ssim,-2.0,-5.0,-3.0,-3.5
0830_20151101_124137_181,ms_ssim,4.0,5.0,6.0,7.0
0919_20150910_143044_659,mse,2.0,-2.5,3.0,-7.0
0919_20150910_143044_659,ssim,4.0,5.0,-3.0,-3.5
0919_20150910_143044_659,ms_ssim,4.0,-2.5,-3.0,-7.0
0043_20161006_105622_170,mse,-4.0,-5.0,3.0,3.5
0043_20161006_105622_170,ssim,-4.0,-5.0,3.0,3.5
0043_20161006_105622_170,ms_ssim,4.0,5.0,3.0,3.5
0830_20151114_103117_807,mse,-4.0,5.0,-3.0,-3.5
0830_20151114_103117_807,ssim,-4.0,5.0,-3.0,3.5
0830_20151114_103117_807,ms_ssim,-4.0,5.0,-3.0,3.5
33TJ_20150606_210452_475,mse,4.0,-2.5,-3.0,-3.5
33TJ_20150606_210452_475,ssim,-4.0,2.5,3.0,3.5
33TJ_20150606_210452_475,ms_ssim,4.0,5.0,-3.0,-3.5
1125_20151222_132646_357,mse,2.0,2.5,-6.0,-7.0
1125_20151222_132646_357,ssim,-4.0,5.0,6.0,7.0
1125_20151222_132646_357,ms_ssim,4.0,-2.5,-3.0,3.5
0039_20141007_172940_005,mse,-2.0,5.0,-6.0,7.0
0039_20141007_172940_005,ssim,-2.0,5.0,-3.0,7.0
0039_20141007_172940_005,ms_ssim,2.0,5.0,-6.0,7.0
0919_20150905_182118_484,mse,4.0,2.5,-6.0,-3.5
0919_20150905_182118_484,ssim,4.0,2.5,-6.0,-3.5
0919_20150905_182118_484,ms_ssim,4.0,2.5,-6.0,-3.5
33TJ_20150823_200636_618,mse,-2.0,2.5,-6.0,-3.5
33TJ_20150823_200636_618,ssim,4.0,-2.5,-6.0,-3.5
33TJ_20150823_200636_618,ms_ssim,-2.0,2.5,-6.0,-3.5
0155_20160927_174128_257,mse,4.0,2.5,-3.0,3.5
0155_20160927_174128_257,ssim,4.0,-5.0,-3.0,3.5
0155_20160927_174128_257,ms_ssim,-2.0,2.5,-3.0,3.5
0006_20160723_111812_700,mse,4.0,-2.5,6.0,3.5
0006_20160723_111812_700,ssim,-4.0,-5.0,-3.0,-7.0
0006_20160723_111812_700,ms_ssim,4.0,2.5,6.0,3.5
c1b1_20150408_153305_211,mse,-4.0,2.5,6.0,3.5
c1b1_20150408_153305_211,ssim,4.0,5.0,-6.0,-3.5
c1b1_20150408_153305_211,ms_ssim,-4.0,2.5,6.0,3.5
0039_20141008_195913_816,mse,2.0,2.5,3.0,-7.0
0039_20141008_195913_816,ssim,-4.0,-2.5,3.0,7.0
0039_20141008_195913_816,ms_ssim,4.0,2.5,-3.0,3.5
0039_20141009_083549_969,mse,4.0,-2.5,-3.0,3.5
0039_20141009_083549_969,ssim,4.0,-2.5,-6.0,-3.5
0039_20141009_083549_969,ms_ssim,4.0,-2.5,-3.0,3.5
5a9e_20150404_130410_192,mse,2.0,2.5,-6.0,3.5
5a9e_20150404_130410_192,ssim,-4.0,-2.5,3.0,7.0
5a9e_20150404_130410_192,ms_ssim,4.0,5.0,-3.0,-3.5
0039_20141008_195305_670,mse,-2.0,2.5,-3.0,-7.0
0039_20141008_195305_670,ssim,-2.0,-5.0,-3.0,7.0
0039_20141008_195305_670,ms_ssim,-2.0,2.5,-6.0,-7.0
0043_20161020_122534_746,mse,2.0,5.0,-6.0,7.0
0043_20161020_122534_746,ssim,2.0,5.0,-6.0,-7.0
0043_20161020_122534_746,ms_ssim,2.0,5.0,-6.0,7.0
6G7M_20150411_121953_732,mse,2.0,2.5,-3.0,-7.0
6G7M_20150411_121953_732,ssim,2.0,2.5,-3.0,-7.0
6G7M_20150411_121953_732,ms_ssim,2.0,2.5,-3.0,-7.0
0037_20160719_131730_849,mse,-4.0,2.5,6.0,7.0
0037_20160719_131730_849,ssim,-4.0,2.5,6.0,7.0
0037_20160719_131730_849,ms_ssim,-4.0,2.5,-6.0,7.0
1125_20151201_120117_236,mse,4.0,2.5,6.0,-3.5
1125_20151201_120117_236,ssim,4.0,2.5,6.0,-3.5
1125_20151201_120117_236,ms_ssim,4.0,2.5,6.0,-3.5
bee7_20150829_134936_003,mse,-2.0,-2.5,3.0,3.5
bee7_20150829_134936_003,ssim,-4.0,2.5,3.0,3.5
bee7_20150829_134936_003,ms_ssim,-2.0,-2.5,3.0,3.5
J6VL_20150312_150212_918,mse,-2.0,-2.5,-6.0,-3.5
J6VL_20150312_150212_918,ssim,4.0,-2.5,-6.0,-3.5
J6VL_20150312_150212_918,ms_ssim,-4.0,-2.5,-3.0,-7.0
0382_20150919_131943_962,mse,2.0,2.5,6.0,-7.0
0382_20150919_131943_962,ssim,4.0,-2.5,-6.0,-3.5
0382_20150919_131943_962,ms_ssim,-2.0,5.0,6.0,7.0
0830_20151107_170639_119,mse,-4.0,2.5,-3.0,3.5
0830_20151107_170639_119,ssim,4.0,5.0,3.0,7.0
0830_20151107_170639_119,ms_ssim,-4.0,2.5,-3.0,3.5
1125_20151201_113231_331,mse,-4.0,-5.0,-6.0,-7.0
1125_20151201_113231_331,ssim,4.0,-5.0,-6.0,3.5
1125_20151201_113231_331,ms_ssim,-4.0,-5.0,-6.0,-7.0
0919_20150906_174703_237,mse,2.0,2.5,3.0,7.0
0919_20150906_174703_237,ssim,-2.0,5.0,-3.0,3.5
0919_20150906_174703_237,ms_ssim,2.0,2.5,3.0,7.0
33TJ_20150811_160657_748,mse,-2.0,5.0,-6.0,3.5
33TJ_20150811_160657_748,ssim,-2.0,5.0,-6.0,3.5
33TJ_20150811_160657_748,ms_ssim,-2.0,5.0,-6.0,3.5
1125_20151227_182145_759,mse,2.0,5.0,6.0,7.0
1125_20151227_182145_759,ssim,2.0,5.0,6.0,7.0
1125_20151227_182145_759,ms_ssim,2.0,5.0,6.0,7.0
0037_20160716_132131_114,mse,-2.0,-5.0,-6.0,-3.5
0037_20160716_132131_114,ssim,-2.0,-5.0,-6.0,-3.5
0037_20160716_132131_114,ms_ssim,-2.0,-5.0,-6.0,-3.5
0039_20141010_173429_047,mse,4.0,-2.5,6.0,3.5
0039_20141010_173429_047,ssim,4.0,-2.5,6.0,3.5
0039_20141010_173429_047,ms_ssim,4.0,-2.5,6.0,3.5
1125_20151215_135132_318,mse,-4.0,-5.0,3.0,-3.5
1125_20151215_135132_318,ssim,-4.0,-5.0,3.0,-3.5
1125_20151215_135132_318,ms_ssim,-4.0,-5.0,3.0,-3.5
0127_20161023_135459_181,mse,-4.0,-5.0,3.0,-7.0
0127_20161023_135459_181,ssim,-4.0,-2.5,-3.0,3.5
0127_20161023_135459_181,ms_ssim,-4.0,-5.0,3.0,-7.0
1125_20151227_113537_919,mse,4.0,2.5,3.0,-3.5
1125_20151227_113537_919,ssim,4.0,2.5,3.0,-3.5
1125_20151227_113537_919,ms_ssim,4.0,2.5,6.0,3.5
0043_20160921_140404_050,mse,-4.0,-2.5,3.0,3.5
0043_20160921_140404_050,ssim,-4.0,-5.0,3.0,3.5
0043_20160921_140404_050,ms_ssim,-4.0,5.0,3.0,3.5
JN34_20150324_141124_427,mse,4.0,2.5,-3.0,7.0
JN34_20150324_141124_427,ssim,2.0,2.5,6.0,7.0
JN34_20150324_141124_427,ms_ssim,4.0,-5.0,-3.0,-3.5
4KK2_20150912_131124_252,mse,-2.0,5.0,-6.0,-7.0
4KK2_20150912_131124_252,ssim,2.0,5.0,-6.0,-7.0
4KK2_20150912_131124_252,ms_ssim,-2.0,5.0,-6.0,-7.0
6FHF_20150307_131130_552,mse,4.0,-5.0,-3.0,3.5
6FHF_20150307_131130_552,ssim,-2.0,-5.0,-3.0,3.5
6FHF_20150307_131130_552,ms_ssim,4.0,-5.0,-3.0,3.5
0039_20141007_070405_894,mse,2.0,-2.5,3.0,3.5
0039_20141007_070405_894,ssim,-4.0,-2.5,3.0,3.5
0039_20141007_070405_894,ms_ssim,2.0,-2.5,3.0,3.5
4WBR_20150502_152105_619,mse,2.0,2.5,3.0,7.0
4WBR_20150502_152105_619,ssim,2.0,2.5,3.0,7.0
4WBR_20150502_152105_619,ms_ssim,2.0,2.5,3.0,7.0
33TJ_20150612_205759_096,mse,-4.0,2.5,-6.0,-3.5
33TJ_20150612_205759_096,ssim,-4.0,5.0,-6.0,-3.5
33TJ_20150612_205759_096,ms_ssim,-4.0,2.5,-6.0,-3.5
33TJ_20150810_162635_811,mse,2.0,-2.5,-3.0,3.5
33TJ_20150810_162635_811,ssim,2.0,-2.5,-6.0,3.5
33TJ_20150810_162635_811,ms_ssim,2.0,-2.5,-6.0,3.5
